image_local_path,label,confidence
beaver/image_0003.jpg,Beaver,97.74715424
beaver/image_0022.jpg,Beaver,97.44781494
beaver/image_0013.jpg,Beaver,96.76006317
beaver/image_0006.jpg,Beaver,96.54195404
beaver/image_0004.jpg,Beaver,96.52846527
beaver/image_0021.jpg,Beaver,95.98971558
beaver/image_0027.jpg,Beaver,95.67528534
beaver/image_0016.jpg,Beaver,95.65476227
beaver/image_0007.jpg,Beaver,94.86828613
beaver/image_0005.jpg,Beaver,94.69256592
beaver/image_0014.jpg,Beaver,94.39468384
beaver/image_0024.jpg,Beaver,94.27144623
beaver/image_0034.jpg,Beaver,94.26920319
beaver/image_0009.jpg,Beaver,94.16582489
beaver/image_0035.jpg,Beaver,94.12485504
beaver/image_0037.jpg,Beaver,93.25837708
beaver/image_0030.jpg,Beaver,92.63858032
beaver/image_0023.jpg,Beaver,91.81758881
beaver/image_0002.jpg,Beaver,90.88262939
beaver/image_0040.jpg,Beaver,90.67796326
beaver/image_0028.jpg,Beaver,89.76250458
beaver/image_0015.jpg,Beaver,88.52878571
beaver/image_0017.jpg,Beaver,87.05165863
platypus/image_0031.jpg,Beaver,82.54386139
beaver/image_0026.jpg,Beaver,82.31777191
wild_cat/image_0024.jpg,Cat,97.82225037
wild_cat/image_0031.jpg,Cat,97.46936035
wild_cat/image_0029.jpg,Cat,96.68487549
wild_cat/image_0025.jpg,Cat,95.53411102
BACKGROUND_Google/image_0465.jpg,Cat,94.44562531
wild_cat/image_0023.jpg,Cat,94.26541901
wild_cat/image_0028.jpg,Cat,92.87429047
wild_cat/image_0008.jpg,Cat,91.91021729
wild_cat/image_0019.jpg,Cat,90.98812103
beaver/image_0019.jpg,Cat,82.41685486
crayfish/image_0068.jpg,Crawdad,99.87039948
lobster/image_0029.jpg,Crawdad,99.86843109
crayfish/image_0020.jpg,Crawdad,99.80191803
crayfish/image_0002.jpg,Crawdad,99.73238373
crayfish/image_0035.jpg,Crawdad,99.72366333
crayfish/image_0012.jpg,Crawdad,99.44542694
crayfish/image_0013.jpg,Crawdad,99.42974854
crayfish/image_0039.jpg,Crawdad,98.93608093
crayfish/image_0069.jpg,Crawdad,98.73495483
lobster/image_0031.jpg,Crawdad,98.67251587
crayfish/image_0021.jpg,Crawdad,98.60192108
crayfish/image_0019.jpg,Crawdad,98.58743286
crayfish/image_0009.jpg,Crawdad,98.49713898
lobster/image_0020.jpg,Crawdad,97.98284149
crayfish/image_0062.jpg,Crawdad,97.7210083
lobster/image_0041.jpg,Crawdad,93.97974396
scorpion/image_0046.jpg,Crawdad,93.65769958
crayfish/image_0032.jpg,Crawdad,93.63347626
crayfish/image_0048.jpg,Crawdad,89.79627991
